original_file,new_file,canonical_file,asset_type,module_id,sequence,side,group,width,height,notes
card/card1/維京船員卡牌_頁面_15.png,knarr_core_crew_014.png,card_images/knarr_core_crew_014.png,card,core,14,front,crew,1395,2574,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_16.png,knarr_core_crew_015.png,card_images/knarr_core_crew_015.png,card,core,15,front,crew,1278,2604,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_17.png,knarr_core_crew_016.png,card_images/knarr_core_crew_016.png,card,core,16,front,crew,1273,2655,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_18.png,knarr_core_crew_017.png,card_images/knarr_core_crew_017.png,card,core,17,front,crew,1378,2679,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_19.png,knarr_core_crew_018.png,card_images/knarr_core_crew_018.png,card,core,18,front,crew,1343,2596,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_20.png,knarr_core_crew_019.png,card_images/knarr_core_crew_019.png,card,core,19,front,crew,1273,2637,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_21.png,knarr_core_crew_020.png,card_images/knarr_core_crew_020.png,card,core,20,front,crew,1237,2980,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_22.png,knarr_core_crew_021.png,card_images/knarr_core_crew_021.png,card,core,21,front,crew,1385,2675,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_23.png,knarr_core_crew_022.png,card_images/knarr_core_crew_022.png,card,core,22,front,crew,1203,2414,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_24.png,knarr_core_crew_023.png,card_images/knarr_core_crew_023.png,card,core,23,front,crew,1351,2589,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_25.png,knarr_core_crew_024.png,card_images/knarr_core_crew_024.png,card,core,24,front,crew,1322,2557,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_26.png,knarr_core_crew_025.png,card_images/knarr_core_crew_025.png,card,core,25,front,crew,1288,2450,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_27.png,knarr_core_crew_026.png,card_images/knarr_core_crew_026.png,card,core,26,front,crew,1301,2474,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_28.png,knarr_core_crew_027.png,card_images/knarr_core_crew_027.png,card,core,27,front,crew,1301,2474,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_29.png,knarr_core_crew_028.png,card_images/knarr_core_crew_028.png,card,core,28,front,crew,1322,2455,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_30.png,knarr_core_crew_029.png,card_images/knarr_core_crew_029.png,card,core,29,front,crew,1321,2540,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_31.png,knarr_core_crew_030.png,card_images/knarr_core_crew_030.png,card,core,30,front,crew,1309,2500,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_32.png,knarr_core_crew_031.png,card_images/knarr_core_crew_031.png,card,core,31,front,crew,1251,2387,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_33.png,knarr_core_crew_032.png,card_images/knarr_core_crew_032.png,card,core,32,front,crew,1300,2465,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_34.png,knarr_core_crew_033.png,card_images/knarr_core_crew_033.png,card,core,33,front,crew,1331,2506,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_35.png,knarr_core_crew_034.png,card_images/knarr_core_crew_034.png,card,core,34,front,crew,1187,2332,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_36.png,knarr_core_crew_035.png,card_images/knarr_core_crew_035.png,card,core,35,front,crew,1308,2411,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_37.png,knarr_core_crew_036.png,card_images/knarr_core_crew_036.png,card,core,36,front,crew,1280,2435,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_38.png,knarr_core_crew_037.png,card_images/knarr_core_crew_037.png,card,core,37,front,crew,1301,2407,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_39.png,knarr_core_crew_038.png,card_images/knarr_core_crew_038.png,card,core,38,front,crew,1276,2386,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_40.png,knarr_core_crew_039.png,card_images/knarr_core_crew_039.png,card,core,39,front,crew,1250,2353,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_41.png,knarr_core_crew_040.png,card_images/knarr_core_crew_040.png,card,core,40,front,crew,1258,2352,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_42.png,knarr_core_crew_041.png,card_images/knarr_core_crew_041.png,card,core,41,front,crew,1343,2588,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_43.png,knarr_core_crew_042.png,card_images/knarr_core_crew_042.png,card,core,42,front,crew,1301,2473,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_44.png,knarr_core_crew_043.png,card_images/knarr_core_crew_043.png,card,core,43,front,crew,1301,2432,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_45.png,knarr_core_crew_044.png,card_images/knarr_core_crew_044.png,card,core,44,front,crew,1319,2511,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_46.png,knarr_core_crew_045.png,card_images/knarr_core_crew_045.png,card,core,45,front,crew,1330,2541,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_47.png,knarr_core_crew_046.png,card_images/knarr_core_crew_046.png,card,core,46,front,crew,1321,2585,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_48.png,knarr_core_crew_047.png,card_images/knarr_core_crew_047.png,card,core,47,front,crew,1293,2484,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_49.png,knarr_core_crew_048.png,card_images/knarr_core_crew_048.png,card,core,48,front,crew,1300,2526,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_50.png,knarr_core_crew_049.png,card_images/knarr_core_crew_049.png,card,core,49,front,crew,1300,2482,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card1/維京船員卡牌_頁面_51.png,knarr_core_crew_050.png,card_images/knarr_core_crew_050.png,card,core,50,front,crew,1344,2553,維京船員卡；第 1 張為牌背，其餘 50 張為正面。
card/card2/定居點卡牌_頁面_01.png,knarr_core_settlement_back.png,card_images/knarr_core_settlement_back.png,card,core,0,back,settlement,2693,1449,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_02.png,knarr_core_settlement_001.png,card_images/knarr_core_settlement_001.png,card,core,1,front,settlement,2258,1186,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_03.png,knarr_core_settlement_002.png,card_images/knarr_core_settlement_002.png,card,core,2,front,settlement,2336,1250,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_04.png,knarr_core_settlement_003.png,card_images/knarr_core_settlement_003.png,card,core,3,front,settlement,2411,1229,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_05.png,knarr_core_settlement_004.png,card_images/knarr_core_settlement_004.png,card,core,4,front,settlement,2678,1441,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_06.png,knarr_core_settlement_005.png,card_images/knarr_core_settlement_005.png,card,core,5,front,settlement,2690,1423,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_07.png,knarr_core_settlement_006.png,card_images/knarr_core_settlement_006.png,card,core,6,front,settlement,2633,1434,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_08.png,knarr_core_settlement_007.png,card_images/knarr_core_settlement_007.png,card,core,7,front,settlement,2729,1463,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_09.png,knarr_core_settlement_008.png,card_images/knarr_core_settlement_008.png,card,core,8,front,settlement,2781,1478,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_10.png,knarr_core_settlement_009.png,card_images/knarr_core_settlement_009.png,card,core,9,front,settlement,2756,1511,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_11.png,knarr_core_settlement_010.png,card_images/knarr_core_settlement_010.png,card,core,10,front,settlement,2595,1388,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_12.png,knarr_core_settlement_011.png,card_images/knarr_core_settlement_011.png,card,core,11,front,settlement,2683,1456,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_13.png,knarr_core_settlement_012.png,card_images/knarr_core_settlement_012.png,card,core,12,front,settlement,2540,1341,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_14.png,knarr_core_settlement_013.png,card_images/knarr_core_settlement_013.png,card,core,13,front,settlement,2505,1341,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_15.png,knarr_core_settlement_014.png,card_images/knarr_core_settlement_014.png,card,core,14,front,settlement,2522,1352,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card2/定居點卡牌_頁面_16.png,knarr_core_settlement_015.png,card_images/knarr_core_settlement_015.png,card,core,15,front,settlement,2547,1351,定居點卡；第 1 張為牌背，其餘 15 張為正面。
card/card3/貿易點卡牌_頁面_01.png,knarr_core_trade_post_back.png,card_images/knarr_core_trade_post_back.png,card,core,0,back,trade_post,2882,1502,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_02.png,knarr_core_trade_post_001.png,card_images/knarr_core_trade_post_001.png,card,core,1,front,trade_post,2822,1491,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_03.png,knarr_core_trade_post_002.png,card_images/knarr_core_trade_post_002.png,card,core,2,front,trade_post,2711,1437,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_04.png,knarr_core_trade_post_003.png,card_images/knarr_core_trade_post_003.png,card,core,3,front,trade_post,2761,1449,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_05.png,knarr_core_trade_post_004.png,card_images/knarr_core_trade_post_004.png,card,core,4,front,trade_post,2762,1441,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_06.png,knarr_core_trade_post_005.png,card_images/knarr_core_trade_post_005.png,card,core,5,front,trade_post,2713,1420,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_07.png,knarr_core_trade_post_006.png,card_images/knarr_core_trade_post_006.png,card,core,6,front,trade_post,2690,1416,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_08.png,knarr_core_trade_post_007.png,card_images/knarr_core_trade_post_007.png,card,core,7,front,trade_post,2731,1429,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_09.png,knarr_core_trade_post_008.png,card_images/knarr_core_trade_post_008.png,card,core,8,front,trade_post,2680,1489,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_10.png,knarr_core_trade_post_009.png,card_images/knarr_core_trade_post_009.png,card,core,9,front,trade_post,2689,1407,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_11.png,knarr_core_trade_post_010.png,card_images/knarr_core_trade_post_010.png,card,core,10,front,trade_post,2697,1429,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_12.png,knarr_core_trade_post_011.png,card_images/knarr_core_trade_post_011.png,card,core,11,front,trade_post,2699,1399,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_13.png,knarr_core_trade_post_012.png,card_images/knarr_core_trade_post_012.png,card,core,12,front,trade_post,2682,1408,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_14.png,knarr_core_trade_post_013.png,card_images/knarr_core_trade_post_013.png,card,core,13,front,trade_post,2786,1463,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_15.png,knarr_core_trade_post_014.png,card_images/knarr_core_trade_post_014.png,card,core,14,front,trade_post,2802,1479,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_16.png,knarr_core_trade_post_015.png,card_images/knarr_core_trade_post_015.png,card,core,15,front,trade_post,2623,1408,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_17.png,knarr_core_trade_post_016.png,card_images/knarr_core_trade_post_016.png,card,core,16,front,trade_post,2665,1407,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_18.png,knarr_core_trade_post_017.png,card_images/knarr_core_trade_post_017.png,card,core,17,front,trade_post,2622,1407,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_19.png,knarr_core_trade_post_018.png,card_images/knarr_core_trade_post_018.png,card,core,18,front,trade_post,2715,1420,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_20.png,knarr_core_trade_post_019.png,card_images/knarr_core_trade_post_019.png,card,core,19,front,trade_post,2675,1399,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card3/貿易點卡牌_頁面_21.png,knarr_core_trade_post_020.png,card_images/knarr_core_trade_post_020.png,card,core,20,front,trade_post,2580,1344,貿易點卡；第 1 張為牌背，其餘 20 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_1.png,knarr_relic_variant_relic_back.png,card_images/knarr_relic_variant_relic_back.png,card,relic_variant,0,back,relic,2985,1571,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_2.png,knarr_relic_variant_relic_001.png,card_images/knarr_relic_variant_relic_001.png,card,relic_variant,1,front,relic,2330,1247,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_3.png,knarr_relic_variant_relic_002.png,card_images/knarr_relic_variant_relic_002.png,card,relic_variant,2,front,relic,2277,1228,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_4.png,knarr_relic_variant_relic_003.png,card_images/knarr_relic_variant_relic_003.png,card,relic_variant,3,front,relic,2273,1215,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_5.png,knarr_relic_variant_relic_004.png,card_images/knarr_relic_variant_relic_004.png,card,relic_variant,4,front,relic,2568,1385,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_6.png,knarr_relic_variant_relic_005.png,card_images/knarr_relic_variant_relic_005.png,card,relic_variant,5,front,relic,2489,1358,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_7.png,knarr_relic_variant_relic_006.png,card_images/knarr_relic_variant_relic_006.png,card,relic_variant,6,front,relic,2637,1385,聖物卡；第 1 張為牌背，其餘 7 張為正面。
card/card4/聖物卡牌(遊戲變體)_頁面_8.png,knarr_relic_variant_relic_007.png,card_images/knarr_relic_variant_relic_007.png,card,relic_variant,7,front,relic,2535,1371,聖物卡；第 1 張為牌背，其餘 7 張為正面。
